Cesium, urine (ug/L)	float	0.205,27.2	WTSA2YR.UHM_F
Antimony, urine (ug/L)	float	0.023,4.05	WTSA2YR.UHM_F
Uranium, urinary (ug/L)	float	0.0012,1.824	WTSA2YR.UHM_F
Barium, urine (ug/L)	float	0.08,419	WTSA2YR.UHM_F
Platinum, urine (ug/L)	float	0.006,621	WTSA2YR.UHM_F
Thallium, urine (ug/L)	float	0.011,2.35	WTSA2YR.UHM_F
Cadmium, urine (ug/L)	float	0.03,8.35	WTSA2YR.UHM_F
Molybdenum, urine (ug/L)	float	1.41,649	WTSA2YR.UHM_F
Tungsten, urine (ug/L)	float	0.015,5.248	WTSA2YR.UHM_F
Cobalt, urine (ug/L)	float	0.029,37.4	WTSA2YR.UHM_F
Lead, urine (ug/L)	float	0.07,49.6	WTSA2YR.UHM_F
Urine osmolality (mOsm/kg)	int	45,1339	WTMEC2YR
Pregnancy test result	category	1:Positive;2:Negative;3:Not done;4:Invalid	WTMEC2YR
English usually spoken at home	category	1:English;77:Refused;99:Don't know	WTINT2YR
Language(s) usually spoken at home	category	1:Only Spanish;2:More Spanish than English;3:Both equally;4:More English than Spanish;5:Only English;7:Refused;9:Don't know	WTINT2YR
Bad air quality change activities	category	1:Yes;2:No;3:SP never thought/not informed bad air quality;7:Refused;9:Don't know	WTINT2YR
Wore a mask	category	10:Wore a mask;77:Refused;99:Don't Know	WTINT2YR
Avg # alcoholic drinks/day -past 12 mos	int	1,36;777:Refused;999:Don't know	WTINT2YR
How often drink alcohol over past 12 mos	int	0,360;777:Refused;999:Don't know	WTINT2YR
# days drink alcohol per wk, mo, yr	category	1:Week;2:Month;3:Year;7:Refused;9:Don't know	WTINT2YR
Had at least 12 alcohol drinks/1 yr?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had at least 12 alcohol drinks/lifetime?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
# days per week, month, year?	category	1:Week;2:Month;3:Year;7:Refused;9:Don't know	WTINT2YR
#days have 5 or more drinks/past 12 mos	int	0,304;777:Refused;999:Don't know	WTINT2YR
Ever have 5 or more drinks every day?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
# days drank alcohol over past 30 days	category	1:0 days;2:1 or 2 days;3:3 to 5 days;4:6 to 9 days;5:10 to 19 days;6:20 to 29 days;7:All 30 days;77:Refused;99:Don't know	WTINT2YR
Age when first drank alcohol	category	1:I have never had a drink of alcohol, other than a few sips;2:8 years old or younger;3:9 or 10 years old;4:11 or 12 years old;5:13 or 14 years old;6:15 or 16 years old;7:17 years old or older;77:Refused;99:Don't know	WTINT2YR
# days w/5 or more drinks/past 30 days	category	1:0 days;2:1 day;3:2 days;4:3 to 5 days;5:6 to 9 days;6:10 to 19 days;7:20 or more days;77:Refused;99:Don't know	WTINT2YR
# days drank alcohol over lifetime	category	1:0 days;2:1 or 2 days;3:3 to 9 days;4:10 to 19 days;5:20 to 39 days;6:40 to 99 days;7:100 or more days;77:Refused;99:Don't know	WTINT2YR
Location A Heel Spurs	category	10:Heel spurs;77:Refused;99:Don't know	WTINT2YR
Iritis/Uveitis treated by eye doctor	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Rib cage pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Gate When last had upper back pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Colonoscopy for Ulcerative Colitis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Gate When last had neck pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Gate When last had hip pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Gate When last had rib cage pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Colonoscopy for Crohns Disease	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Gate When last had buttock pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Pain response to exercise	category	1:Yes;2:No;3:DOES NOT DO THESE ACTIVITIES;7:Refused;9:Don't know	WTINT2YR
Ever told you had Iritis/Uveitis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when neck pain started (yrs.)	int	1,66;777:Refused;999:Don't Know	WTINT2YR
Age when mid back pain started (yrs.)	int	2,68;777:Refused;999:Don't know	WTINT2YR
Age when upper back pain started (yrs.)	int	2,68;777:Refused;999:Don't Know	WTINT2YR
Age when buttocks pain started (yrs.)	int	0,68;777:Refused;999:Don't know	WTINT2YR
Age when low back pain started (yrs.)	int	0,68;777:Refused;999:Don't know	WTINT2YR
Age when rib cage pain started (yrs.)	int	2,68;777:Refused;999:Don't know	WTINT2YR
Age when hip pain started (yrs.)	int	0,68;777:Refused;999:Don't know	WTINT2YR
Naproxyn helped pain	category	0:none of the pain,;1:some of the pain,;2:most of the pain, or;3:all of the pain?;7:Refused;9:Don't know	WTINT2YR
Indomethacin helped pain	category	0:none of the pain,;1:some of the pain,;2:most of the pain, or,;3:all of the pain?;7:Refused;9:Don't know	WTINT2YR
Ibuprofen helped pain	category	0:none of the pain,;1:some of the pain,;2:most of the pain, or;3:all of the pain?;7:Refused;9:Don't know	WTINT2YR
Cox-2 inhibitor helped pain	category	0:none of the pain,;1:some of the pain,;2:most of the pain, or,;3:all of the pain?;7:Refused;9:Don't know	WTINT2YR
Aspirin helped pain	category	0:none of the pain,;1:some of the pain,;2:most of the pain, or,;3:all of the pain?;7:Refused;9:Don't know	WTINT2YR
Neck pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Upper back pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Mid back pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Low back pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Buttocks pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Hip pain how long to develop	category	1:suddenly, within an hour,;2:in a single day,;3:over 1 to 3 weeks,;4:from a month up to a year, or;5:over a year or more?;7:Refused;9:Don't know	WTINT2YR
Had Back/Neck/Hip Pain 6 Weeks in a Row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told had Ankylosing Spondylitis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had Crohns Disease	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had Ulcerative Colitis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have buttocks pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have low back pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have rib cage pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have hip pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have neck pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have mid back pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Still have upper back pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Location B Heel Spurs	category	10:Heel spurs;77:Refused;99:Don't know	WTINT2YR
Had plantar area heel pain (Location A)	category	1:LOCATION A;7:Refused;9:Don't know	WTINT2YR
Age last had neck pain (yrs.)	int	19,68;777:Refused;999:Don't know	WTINT2YR
Age last had upper back pain (yrs.)	int	21,63;777:Refused;999:Don't know	WTINT2YR
Age last had mid back pain (yrs.)	int	20,68;777:Refused;999:Don't know	WTINT2YR
Age last had low back pain (yrs.)	int	19,68;777:Refused;999:Don't know	WTINT2YR
Age last had buttock pain (yrs.)	int	17,67;777:Refused;999:Don't know	WTINT2YR
Age last had hip pain (yrs.)	int	19,62;777:Refused;999:Don't know	WTINT2YR
Age last had rib cage pain (yrs.)	int	19,66;777:Refused;999:Don't know	WTINT2YR
Had mid back pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had upper back pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had neck pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had rib cage pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had hip pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had buttocks pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had low back pain 3 months in a row	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Rib Cage Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Low Back Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Hip Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Pain wakes person from sleep	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Pain wakes after sleeping 4 hours	category	1:Yes;2:No;3:SLEEPS LESS THAN 4 HOURS;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Buttocks Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Upper Back Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Mid Back Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Sleep less than 4 hours due to pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Specific Symptom Neck Pain	category	1:Pain;7:Refused;9:Don't know	WTINT2YR
Morning stiffness duration	category	1:less than 10 minutes,;2:10 to 30 minutes,;3:31 to 60 minutes,;4:more than 1 but less than 4 hours, or;5:more than 4 hours?;6:Don't have morning stiffness;7:Refused;9:Don't know	WTINT2YR
Taken Cox-2 inhibitor for pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Taken aspirin for pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Taken naproxyn for pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Taken indomethacin for pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Taken ibuprofen for pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Pain pattern with rest or sleep	category	1:INCREASES;2:DECREASES;3:STAYS THE SAME;4:IT VARIES, NO PATTERN;5:DOESN'T HAVE REST OR SLEEP PAIN;7:Refused;9:Don't know	WTINT2YR
Gate When last had mid back pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Pain pattern over the course of the day	category	1:INCREASES;2:DECREASES;3:STAYS THE SAME;4:IT VARIES, NO PATTERN;7:Refused;9:Don't know	WTINT2YR
Gate When last had low back pain	category	1:ENTER AGE IN YEARS;3:HAD LESS THAN 1 YEAR AGO BUT NOT NOW;7:Refused;9:Don't know	WTINT2YR
Ever had heel pain 2 weeks	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Low back pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Buttocks pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Hip pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Rib cage pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Neck pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Upper back pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Mid back pain temporal pattern	category	1:just one time, then it went away.;2:more than once, but it would always come back within a month.;3:more than once, but it would go away for over a month.;4:All the time - it varies but never completely goes away.;7:Refused;9:Don't know	WTINT2YR
Had Neck Pain for 6 Weeks	category	1:NECK;777:Refused;999:Don't know	WTINT2YR
History alternating buttock pain	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever had non-job exposure to loud noise?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever used assistive listening devices?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever worn a hearing aid	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How often wear hearing protection?	category	1:Most of the time;2:Sometimes;3:Rarely/seldom;4:Never;7:Refused;9:Don't know	WTINT2YR
How long bothered by ringing, roaring	category	1:LESS THAN THREE MONTHS;2:THREE MONTHS TO A YEAR;3:1 TO 4 YEARS;4:5 TO 9 YEARS;5:TEN OR MORE YEARS;7:Refused;9:Don't know	WTINT2YR
Ever used firearms?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever had 3 or more ear infections?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Bothered by ringing after loud sounds?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Last time had hearing tested	category	1:Less than a year ago;2:1 year to 4 years ago;3:5 to 9 years ago;4:Ten or more years ago;5:Never;7:Refused;9:Don't know	WTINT2YR
Ears ringing, roaring, buzzing past year	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
General condition of hearing	category	1:EXCELLENT;2:GOOD;3:A LITTLE TROUBLE;4:MODERATE HEARING TROUBLE;5:A LOT OF TROUBLE;6:DEAF;7:Refused;9:Don't know	WTINT2YR
Bothered by ringing when going to sleep	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Worn hearing aid 5 hours a week?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How much of a problem is ringing?	category	1:No Problem;2:A small problem;3:A moderate problem;4:A big problem;5:A very big problem;7:Refused;9:Don't know	WTINT2YR
Ever had job exposure to loud noise?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever had tube placed in ear?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Told to take prescriptn for cholesterol	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Now taking prescribed medicine	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Told to eat less fat for cholesterol	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Told to exercise more for cholesterol	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How often checked BP at home last 12 mos	int	0,1461;7777:Refused;9999:Don't know	WTINT2YR
Now taking prescribed medicine for HBP	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Told to reduce weight for cholesterol	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age told had hypertension	int	5,80;777:Refused;999:Don't know	WTINT2YR
Ever told you had high blood pressure	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Told had high blood pressure - 2+ times	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Taking prescription for hypertension	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
When blood cholesterol last checked	category	1:Less than 1 year ago,;2:1 year but less than 2 years ago,;3:2 years but less than 5 years ago, or;4:5 years or more?;7:Refused;9:Don't know	WTINT2YR
Ever had blood cholesterol checked	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Doctor tell you to take BP at home?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Take blood pressure at home last 12 mos?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Borderline Hypertension	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Now increasing exercise	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Now controlling weight	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Now eating fewer high fat foods	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Doctor told you - high cholesterol level	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Bowel leakage consisted of gas?	category	1:2 or more times a day;2:Once a day;3:2 or more times a week;4:Once a week;5:1-3 times a month;6:Never;77:Refused;99:Don't know	WTINT2YR
Bowel leakage consisted of mucus?	category	1:2 or more times a day;2:Once a day;3:2 or more times a week;4:Once a week;5:1-3 times a month;6:Never;77:Refused;99:Don't know	WTINT2YR
Bowel leakage consisted of liquid?	category	1:2 or more times a day;2:Once a day;3:2 or more times a week;4:Once a week;5:1-3 times a month;6:Never;77:Refused;99:Don't know	WTINT2YR
How often have bowel movements?	int	1,63;777:Refused;999:Don't know	WTINT2YR
Common Stool Type	category	1:Type 1 (separate hard lumps, like nuts);2:Type 2 (sausage-like, but lumpy);3:Type 3 (like a sausage but with cracks in the surface);4:Type 4 (like a sausage or snake, smooth and soft);5:Type 5 (soft blobs with clear-cut edges);6:Type 6 (fluffy pieces with ragged edges, a mushy stool);7:Type 7 (watery, no solid pieces);77:Refused;99:Don't know	WTINT2YR
Had an urgent need to empty bowels?	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;7:Refused;9:Don't know	WTINT2YR
In past 12 months been constipated?	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;7:Refused;9:Don't know	WTINT2YR
Bowel leakage consisted of solid stool?	category	1:2 or more times a day;2:Once a day;3:2 or more times a week;4:Once a week;5:1-3 times a month;6:Never;77:Refused;99:Don't know	WTINT2YR
In past 12 months had diarrhea?	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;7:Refused;9:Don't know	WTINT2YR
In past 30 days taken laxative?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Times taken laxative in past 30 days	category	1:Most days;2:1-3 times a week;3:2-3 times a month;4:Once a month;7:Refused;9:Don't know	WTINT2YR
If so does SP continue or slow down	category	1:Stop or slow down;2:Continue at the same pace;7:Refused;9:Don't know	WTINT2YR
Does standing relieve pain/discomfort	category	1:Relieved;2:Not Relieved;7:Refused;9:Don't know	WTINT2YR
How soon is the pain relieved	category	1:10 minutes or less;2:More than 10 minutes;7:Refused;9:Don't know	WTINT2YR
Shortness of breath on stairs/inclines	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
SP ever had pain or discomfort in chest	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
SP get it walking uphill or in a hurry	category	1:Yes;2:No;3:Never walks uphill or hurries;7:Refused;9:Don't know	WTINT2YR
During an ordinary pace on level ground	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Pain in right arm	category	1:Pain in right arm;77:Refused;99:Don't know	WTINT2YR
Severe pain in chest more than half hour	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fruits available at home	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;77:Refused;99:Don't know	WTINT2YR
Time spent cooking dinner/cleaning up	int	0,360;77777:Refused;99999:Don't know	WTINT2YR
Money spent at supermarket/grocery store	int	0,171728;777777:Refused;999999:Don't know	WTINT2YR
Fat-free/low fat milk available at home	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;77:Refused;99:Don't know	WTINT2YR
Salty snacks available at home	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;77:Refused;99:Don't know	WTINT2YR
Money spent on carryout/delivered foods	int	0,5357;777777:Refused;999999:Don't know	WTINT2YR
Money spent on eating out	int	0,3000;777777:Refused;999999:Don't know	WTINT2YR
Dark green vegetables available at home	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;77:Refused;99:Don't know	WTINT2YR
# of meals family ate together in 7 days	int	0,21;666:Single person family;777:Refused;999:Don't know	WTINT2YR
# of times someone cooked dinner at home	int	0,14;777:Refused;999:Don't know	WTINT2YR
Anyone in the family on a special diet	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How often do you do major food shopping	category	1:More than once a week,;2:Once a week,;3:Once every two weeks, or;4:Once a month or less?;5:Rarely make any major shopping trips, only small trips;6:Rarely shop for food;77:Refused;99:Don't know	WTINT2YR
Soft drinks available at home	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;77:Refused;99:Don't know	WTINT2YR
Money spent on food at other stores	int	0,4285;777777:Refused;999999:Don't know	WTINT2YR
# of meals ate together cooked at home	int	0,21;777:Refused;999:Don't know	WTINT2YR
Money spent on nonfood items	int	0,857;777777:Refused;999999:Don't know	WTINT2YR
Time to get to grocery store	int	0,300;77777:Refused;99999:Don't know	WTINT2YR
Bought food labeled 'organic'	category	1:Yes;2:No;3:Do not shop for food;7:Refused;9:Don't know	WTINT2YR
Use nutrition facts panel on food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never seen;7:Refused;9:Don't know	WTINT2YR
Ounces of whole grains needed per day	float	0,203;66666666:Don't know what is 'whole grain';77777777:Refused;99999999:Don't know	WTINT2YR
Not check label don't have the time	category	1:I don't have time;77:Refused;99:Don't know	WTINT2YR
Ever seen USDA organic seal	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Are people born to be fat/thin	category	1:Strongly agree;2:Somewhat agree;3:Neither agree nor disagree;4:Somewhat disagree;5:Strongly disagree;7:Refused;9:Don't know	WTINT2YR
Check salad dressing's food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never buy these items;7:Refused;9:Don't know	WTINT2YR
Language of the interview	category	1:English;2:Spanish;3:English and Spanish;4:Other	WTINT2YR
Cups of fruits needed per day	float	0,50;77777777:Refused;99999999:Don't know	WTINT2YR
Use serving size info on food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never seen;7:Refused;9:Don't know	WTINT2YR
Cups of milk needed per day	float	0,20;77777777:Refused;99999999:Don't know	WTINT2YR
Calorie needed per day	category	1:Less than 500 calories;2:500-1000 calories;3:1001-1500 calorties;4:1501-2000 calories;5:2001-2500 calories;6:2501-3000 calories;7:More than 3000 calories;77:Refused;99:Don't know	WTINT2YR
Eat at fast food places to socialize	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Saw nutrition info on fast food menu	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Importance of how well the food keeps	category	1:Very important;2:Somewhat important;3:Not too important;4:Not at all important;7:Refused;9:Don't know	WTINT2YR
Fast food/Pizza more nutritious	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How often did you buy organic eggs	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Do not shop for eggs;7:Refused;9:Don't know	WTINT2YR
Fast food/Pizza cheaper than cooking	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Use percent daily value on food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never seen;7:Refused;9:Don't know	WTINT2YR
How often did you buy organic milk	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Do not shop for milk;7:Refused;9:Don't know	WTINT2YR
Check raw meat/poultry/fish's food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never buy these items;7:Refused;9:Don't know	WTINT2YR
Heard of Food Pyramid	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Heard of MyPyramid	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Would use restaurant nutrition info	category	1:Often;2:Sometimes;3:Rarely;4:Never;7:Refused;9:Don't know	WTINT2YR
Looked up MyPyramid on internet	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Eat at restaurants w/ waiter	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Use expiration date on food packages	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never seen;7:Refused;9:Don't know	WTINT2YR
Importance of price	category	1:Very important;2:Somewhat important;3:Not too important;4:Not at all important;5:Never buy from a grocery store or supermarket;7:Refused;9:Don't know	WTINT2YR
Eat at restaurants to socialize	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Restaurants cheaper than cooking	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Restaurants more convenient	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Importance of nutrition	category	1:Very important;2:Somewhat important;3:Not too important;4:Not at all important;7:Refused;9:Don't know	WTINT2YR
Check bread's food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never buy these items;7:Refused;9:Don't know	WTINT2YR
Check processed meat's food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never buy these items;7:Refused;9:Don't know	WTINT2YR
Use health claims on food packages	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never seen;7:Refused;9:Don't know	WTINT2YR
Check label to watch my weight	category	1:To watch my weight and/or lose weight;77:Refused;99:Don't know	WTINT2YR
How often did you buy organic fruits	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Do not shop for fruits;7:Refused;9:Don't know	WTINT2YR
How often did you buy organic vegetables	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Do not shop for vegetables;7:Refused;9:Don't know	WTINT2YR
Check breakfast cereal's food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never buy these items;7:Refused;9:Don't know	WTINT2YR
Ounces of grains needed per day	float	0,100;77777777:Refused;99999999:Don't know	WTINT2YR
Use ingredients list on food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never seen;7:Refused;9:Don't know	WTINT2YR
Ounces of meat/beans needed per day	float	0,300;77777777:Refused;99999999:Don't know	WTINT2YR
Serving size amount people should eat	category	1:The amount of this food that people should eat;7:Refused;9:Don't know	WTINT2YR
Check snack item's food label	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Never buy these items;7:Refused;9:Don't know	WTINT2YR
Cups of vegetables needed per day	float	0,15;77777777:refused;99999999:Don't know	WTINT2YR
Fast food/Pizza tastes better	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Would use fast food nutrition info	category	1:Often;2:Sometimes;3:Rarely;4:Never;7:Refused;9:Don't know	WTINT2YR
Fast food/Pizza more convenient	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How often did you buy organic meats	category	1:Always;2:Most of the time;3:Sometimes;4:Rarely;5:Never;6:Do not shop for meats;7:Refused;9:Don't know	WTINT2YR
